thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021053791992017068,0.0389893329993356,2.034513082995545,2.0946592499967664,2.994936416987912,32.331123791998834,space,29.32961941701069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
0,0,0,3,35.34910375000618,None,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,32.39945691698813,,,,,,,,,,,32.387398749997374,32.39945691698813,32.52904637499887,67.88294287498866,SonyLivControl.jpg,Plan 3,3,35.34910375000618,None,67.88314479199471,67.89045116699708,68.43516541698773,68.38117120799143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
1,0,1,2,59.82700904100784,None,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,68.43516541698773,,,,,,,,,,,68.42825987499964,68.43516541698773,68.58017883299908,128.41943608300062,CrunchyrollControl.jpg,Plan 2,2,59.82700904100784,None,128.42037733299367,128.4333398329909,,128.92094412499864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
2,0,2,2,24.624292458000127,None,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,128.97221908299252,,,,,,,,,,,128.96466387499822,128.97221908299252,129.11501991699333,153.741688582988,NetflixControl.jpg,Plan 2,2,24.624292458000127,None,153.7418217079976,153.7677289169951,,154.2493425829889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
3,0,3,1,48.80828450000263,None,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,154.28421287499077,,,,,,,,,,,154.2771439999924,154.28421287499077,154.43950724999013,203.25589541699446,HotstarControl.jpg,Plan 1,1,48.80828450000263,None,203.25677408299816,203.26317049999489,203.78547350000008,203.751092416991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
4,0,4,3,14.056710999997449,None,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,203.78547350000008,,,,,,,,,,,203.77826133299095,203.78547350000008,203.94978358299704,218.00927149999188,Zee5Control.jpg,Plan 3,3,14.056710999997449,None,218.00940566699137,218.03426879199105,,218.51762258299277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
5,0,5,2,17.913551999998163,None,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,218.54915183299454,,,,,,,,,,,218.54211087498697,218.54915183299454,218.70721774999402,236.62784095799725,AppleOneControl.jpg,Plan 2,2,17.913551999998163,None,236.62802070799808,236.6382078329916,237.13451924998662,237.12365420800052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.12383945799957,237.13451924998662,237.64831770799356,237.61836983299872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
0,0,0,,,,3,5.466799666013685,None,,,,,,,,,,,0,0,0,0,,,,,,,,,237.64831770799356,,,,,,,,,,,,,,,,,,,,243.29361395799788,243.31819133298995,,243.80147549998946,237.6391260829987,237.64831770799356,237.8242907919921,243.29345508299593,Zee520.jpg,Plan 3,3,5.466799666013685,None,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
1,0,1,,,,2,36.91446095900028,None,,,,,,,,,,,1,0,1,0,,,,,,,,,243.8405421669886,,,,,,,,,,,,,,,,,,,,280.9147276250005,280.9273714579904,,281.4190452499897,243.83353412499127,243.8405421669886,243.99124066699005,280.913917916987,Crunchyroll20.jpg,Plan 2,2,36.91446095900028,None,,,,,,,,,,,,,,,,,,,,,,,,,,97049,001,2025-03-27_17h48.22.754,RES501,2024.2.4,None,2025-03-27 17h48.40.769535 +0530,
