thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
5,0,5,,,,,,,1,2.344627100042999,None,,,,,,,,,,,,5,0,5,0,,,,,149.69459350011311,,,,,,,,,,,,,,,,,,,,152.2302600000985,152.24546719994396,152.7288714000024,152.77674730005674,,,,,,,,,,149.6796230999753,149.69459350011311,149.87802570010535,152.23013700009324,Zee530.jpg,Plan 1,1,2.344627100042999,None,,,,,,,,,,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.7599297000561,152.77674730005674,153.24536460009404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
0,0,0,,,,,,,,,,2,1.633869000012055,None,,,,,,,,,,,,,0,0,0,0,153.27714030002244,,,,,,,,,,,,,,,,,,,,155.0956135999877,155.10965849994682,155.59592729993165,,,,,,,,,,,,,,,,,,,,153.2630032999441,153.27714030002244,153.4443481999915,155.0954994999338,AppleOneBundling.jpg,Plan 2,2,1.633869000012055,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
1,0,1,,,,,,,,,,1,2.322824499802664,None,,,,,,,,,,,,,1,0,1,0,155.62813360011205,,,,,,,,,,,,,,,,,,,,158.14475079998374,158.1592065000441,158.64591660001315,,,,,,,,,,,,,,,,,,,,155.6142824999988,155.62813360011205,155.81178919994272,158.1445893999189,Zee5Bundling.jpg,Plan 1,1,2.322824499802664,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
2,0,2,,,,,,,,,,2,3.2437098999507725,None,,,,,,,,,,,,,2,0,2,0,158.6767106000334,,,,,,,,,,,,,,,,,,,,162.09537100000307,162.10912799998187,162.59234110009857,162.62542370008305,,,,,,,,,,,,,,,,,,,158.66433950001374,158.6767106000334,158.8449699000921,162.0952477999963,CrunchyrollBundling.jpg,Plan 2,2,3.2437098999507725,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
3,0,3,,,,,,,,,,4,3.8415677999146283,None,,,,,,,,,,,,,3,0,3,0,162.62542370008305,,,,,,,,,,,,,,,,,,,,166.66040350007825,166.6751492000185,167.15975579991937,167.19201539992355,,,,,,,,,,,,,,,,,,,162.61305449996144,162.62542370008305,162.8100292000454,166.66017860011198,NetflixBundling.jpg,Plan 4,4,3.8415677999146283,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
4,0,4,,,,,,,,,,2,2.562481499975547,None,,,,,,,,,,,,,4,0,4,0,167.19201539992355,,,,,,,,,,,,,,,,,,,,169.92608019988984,169.94024759996682,170.42636450007558,,,,,,,,,,,,,,,,,,,,167.17620159988292,167.19201539992355,167.35867680003867,169.9259057000745,SonyLivBundling.jpg,Plan 2,2,2.562481499975547,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
5,0,5,,,,,,,,,,2,2.2494030999951065,None,,,,,,,,,,,,,5,0,5,0,170.45807019993663,,,,,,,,,,,,,,,,,,,,172.87832350004464,172.89118680008687,173.39058550004847,,,,,,,,,,,,,,,,,,,,170.44307020003907,170.45807019993663,170.62708249990828,172.87817439995706,HotstarBundling.jpg,Plan 2,2,2.2494030999951065,None,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4197748999577,173.43809000006877,173.89057620009407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89063109993003,173.90724519989453,174.88910249993205,178.62460170011036,space,3.7325194000732154,None,21000,001,2025-04-02_18h16.11.861,RES501,2024.2.4,60.81911177555006,2025-04-02 18h16.26.165326 +0530,
