thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016428800066933036,0.033934200182557106,2.034789400175214,2.100610699970275,3.001064900076017,6.6909794001840055,space,3.6804359999950975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
0,0,0,1,4.813001999864355,None,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,6.75585429999046,,,,,,,,,,,6.701340600149706,6.75585429999046,6.900813300162554,11.71714420011267,AppleOneControl.jpg,Plan 1,1,4.813001999864355,None,11.717292400076985,11.731985700083897,12.251076500164345,12.21644590003416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
1,0,1,2,2.5971114998683333,None,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,12.251076500164345,,,,,,,,,,,12.23014620016329,12.251076500164345,12.41629260010086,15.017723000142723,NetflixControl.jpg,Plan 2,2,2.5971114998683333,None,15.017883500084281,15.030758500099182,15.548161700135097,15.516399700194597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
2,0,2,2,2.641093499958515,None,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,15.548161700135097,,,,,,,,,,,15.534280800027773,15.548161700135097,15.732209800044075,18.383747600018978,CrunchyrollControl.jpg,Plan 2,2,2.641093499958515,None,18.38393500004895,18.398157000076026,18.91443100012839,18.88219050015323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
3,0,3,3,4.680219900095835,None,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,18.91443100012839,,,,,,,,,,,18.896019200095907,18.91443100012839,19.098266600165516,23.78092489996925,HotstarControl.jpg,Plan 3,3,4.680219900095835,None,23.781030600192025,23.795966500183567,,24.281800100114197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
4,0,4,1,3.1878536001313478,None,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,24.312489100033417,,,,,,,,,,,24.30298910010606,24.312489100033417,24.47984610009007,27.680260400054976,Zee5Control.jpg,Plan 1,1,3.1878536001313478,None,27.68039820017293,27.69525420013815,28.21171070006676,28.180093000177294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
5,0,5,3,2.7437644999008626,None,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,28.21171070006676,,,,,,,,,,,28.202071800129488,28.21171070006676,28.379463399993256,31.130412300117314,SonyLivControl.jpg,Plan 3,3,2.7437644999008626,None,31.13057900010608,31.14474430005066,31.659475800115615,31.628024900099263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.65318340016529,31.659475800115615,,32.14399900007993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
0,0,0,,,,1,3.4085028001572937,None,,,,,,,,,,,0,0,0,0,,,,,,,,,32.163187799975276,,,,,,,,,,,,,,,,,,,,35.74630630016327,35.759299100143835,36.27673700009473,36.2439554000739,32.155635100090876,32.163187799975276,32.32797159999609,35.74616410001181,Zee520.jpg,Plan 1,1,3.4085028001572937,None,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
1,0,1,,,,1,5.141141700092703,None,,,,,,,,,,,1,0,1,0,,,,,,,,,36.27673700009473,,,,,,,,,,,,,,,,,,,,41.610067300032824,41.6245002001524,42.14149850001559,42.11018229997717,36.262282400159165,36.27673700009473,36.460149500053376,41.60995000018738,SonyLiv20.jpg,Plan 1,1,5.141141700092703,None,,,,,,,,,,,,,,,,,,,,,,,,,,57302,001,2025-04-02_18h25.26.993,RES501,2024.2.4,59.91740991082716,2025-04-02 18h25.45.362481 +0530,
