thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,0,2,,,,3,8.3178958,None,,,,,,,,,,,2,0,2,0,,,,,,,,,368.4918395,,,,,,,,,,,,,,,,,,,,377.0043068,377.017482,377.5329984,377.5016937,368.4727934,368.4918395,368.6766399,377.00411,Hotstar20.jpg,Plan 3,3,8.3178958,None,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
3,0,3,,,,3,14.6891767,None,,,,,,,,,,,3,0,3,0,,,,,,,,,377.5329984,,,,,,,,,,,,,,,,,,,,392.4229839,392.4368191,392.9534266,392.9209535,377.5205097,377.5329984,377.7185781,392.4228112,Zee520.jpg,Plan 3,3,14.6891767,None,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
4,0,4,,,,1,12.6100106,None,,,,,,,,,,,4,0,4,0,,,,,,,,,392.9534266,,,,,,,,,,,,,,,,,,,,405.7602667,405.774862,,406.2741995,392.9386115,392.9534266,393.1371546,405.7601004,Crunchyroll20.jpg,Plan 1,1,12.6100106,None,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
5,0,5,,,,1,2.8810748,None,,,,,,,,,,,5,0,5,0,,,,,,,,,406.30757,,,,,,,,,,,,,,,,,,,,409.3739183,409.3877008,409.8878376,409.8719481,406.2961711,406.30757,406.4757157,409.3736942,AppleOne20.jpg,Plan 1,1,2.8810748,None,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.8721377,409.8878376,,410.3867899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
0,0,0,,,,,,,3,11.2288351,None,,,,,,,,,,,,0,0,0,0,,,,,410.4192322,,,,,,,,,,,,,,,,,,,,421.8283368,421.8423554,422.3774491,422.326655,,,,,,,,,,410.3997552,410.4192322,410.5880867,421.8281848,Zee530.jpg,Plan 3,3,11.2288351,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
1,0,1,,,,,,,3,20.6727506,None,,,,,,,,,,,,1,0,1,0,,,,,422.3774491,,,,,,,,,,,,,,,,,,,,443.2269496,443.2396552,443.789584,443.7249705,,,,,,,,,,422.3570026,422.3774491,422.5429123,443.2267595,Hotstar30.jpg,Plan 3,3,20.6727506,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
2,0,2,,,,,,,1,3.3987998,None,,,,,,,,,,,,2,0,2,0,,,,,443.789584,,,,,,,,,,,,,,,,,,,,447.3560236,447.36928,447.8853924,447.8554207,,,,,,,,,,443.7736402,443.789584,443.9405741,447.3557441,AppleOne30.jpg,Plan 1,1,3.3987998,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
3,0,3,,,,,,,1,1.7893128,None,,,,,,,,,,,,3,0,3,0,,,,,447.8853924,,,,,,,,,,,,,,,,,,,,449.8717059,449.8839142,450.4310276,450.3679599,,,,,,,,,,447.8757657,447.8853924,448.0702239,449.8714631,Crunchyroll30.jpg,Plan 1,1,1.7893128,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
4,0,4,,,,,,,3,5.8860559,None,,,,,,,,,,,,4,0,4,0,,,,,450.4310276,,,,,,,,,,,,,,,,,,,,456.4812628,456.4938166,457.0090688,456.9794141,,,,,,,,,,450.4012925,450.4310276,450.5841229,456.4810517,SonyLiv30.jpg,Plan 3,3,5.8860559,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
5,0,5,,,,,,,3,15.7107523,None,,,,,,,,,,,,5,0,5,0,,,,,457.0090688,,,,,,,,,,,,,,,,,,,,472.9156902,472.9283539,473.4287166,473.4136409,,,,,,,,,,457.0002798,457.0090688,457.1935937,472.9154072,Netflix30.jpg,Plan 3,3,15.7107523,None,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.4138272,473.4287166,473.960561,473.9136448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
0,0,0,,,,,,,,,,3,8.7553375,None,,,,,,,,,,,,,0,0,0,0,473.960561,,,,,,,,,,,,,,,,,,,,482.8901144,482.9026344,483.419404,483.3879417,,,,,,,,,,,,,,,,,,,473.9371105,473.960561,474.1280663,482.8898581,NetflixBundling.jpg,Plan 3,3,8.7553375,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
1,0,1,,,,,,,,,,3,3.5419813,None,,,,,,,,,,,,,1,0,1,0,483.419404,,,,,,,,,,,,,,,,,,,,487.153175,487.1653505,487.6801464,487.6497904,,,,,,,,,,,,,,,,,,,483.4095796,483.419404,483.6037609,487.1529199,HotstarBundling.jpg,Plan 3,3,3.5419813,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
2,0,2,,,,,,,,,,1,12.1710949,None,,,,,,,,,,,,,2,0,2,0,487.6801464,,,,,,,,,,,,,,,,,,,,500.0407128,500.0529739,500.5864165,500.5382624,,,,,,,,,,,,,,,,,,,487.6705708,487.6801464,487.8660427,500.0404704,Zee5Bundling.jpg,Plan 1,1,12.1710949,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
3,0,3,,,,,,,,,,3,14.0390561,None,,,,,,,,,,,,,3,0,3,0,500.5864165,,,,,,,,,,,,,,,,,,,,514.8098992,514.8225755,515.3396184,515.3069735,,,,,,,,,,,,,,,,,,,500.5638703,500.5864165,500.7540257,514.8096109,SonyLivBundling.jpg,Plan 3,3,14.0390561,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
4,0,4,,,,,,,,,,1,1.531901,None,,,,,,,,,,,,,4,0,4,0,515.3396184,,,,,,,,,,,,,,,,,,,,517.0617014,517.0707212,517.6383748,517.5559383,,,,,,,,,,,,,,,,,,,515.3311482,515.3396184,515.5239187,517.0613809,CrunchyrollBundling.jpg,Plan 1,1,1.531901,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
5,0,5,,,,,,,,,,1,5.4138695,None,,,,,,,,,,,,,5,0,5,0,517.6383748,,,,,,,,,,,,,,,,,,,,523.2029629,523.2148716,523.7148955,523.6998887,,,,,,,,,,,,,,,,,,,517.6174578,517.6383748,517.7716075,523.2026346,AppleOneBundling.jpg,Plan 1,1,5.4138695,None,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.7000742,523.7148955,,524.2149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.2150847,524.2308087,525.2140101,546902.2209,space,546376.9943,None,57318,1,2025-03-26_15h12.36.615,RES501,2024.2.4,59.09903519,2025-03-26 15h12.43.692364 +0530
