thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,2,3.8550949001219124,None,,,,,,,,,,,2,0,2,0,,,,,,,,,34.901905900100246,,,,,,,,,,,,,,,,,,,,38.954345900099725,38.96812060009688,39.45199090009555,39.48563340003602,34.8878101001028,34.901905900100246,35.085899400059134,38.95419940003194,AppleOne20.jpg,Plan 2,2,3.8550949001219124,None,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
3,0,3,,,,3,3.0950769998598844,None,,,,,,,,,,,3,0,3,0,,,,,,,,,39.48563340003602,,,,,,,,,,,,,,,,,,,,42.77005250006914,42.784224699949846,43.26906910003163,43.30286930012517,39.470826799981296,39.48563340003602,39.66941420012154,42.76991520007141,Netflix20.jpg,Plan 3,3,3.0950769998598844,None,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
4,0,4,,,,1,3.9548754999414086,None,,,,,,,,,,,4,0,4,0,,,,,,,,,43.30286930012517,,,,,,,,,,,,,,,,,,,,47.45308300014585,47.466918600024655,47.951543600065634,47.98358809994534,43.28089930000715,43.30286930012517,43.484535000054166,47.45288860006258,Zee520.jpg,Plan 1,1,3.9548754999414086,None,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
5,0,5,,,,2,4.525861199945211,None,,,,,,,,,,,5,0,5,0,,,,,,,,,47.98358809994534,,,,,,,,,,,,,,,,,,,,52.699149900116026,52.71462300000712,53.198413300095126,53.24663510010578,47.97058239998296,47.98358809994534,48.16789550008252,52.69905719999224,Crunchyroll20.jpg,Plan 2,2,4.525861199945211,None,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22727299993858,53.24663510010578,53.714739500079304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
0,0,0,,,,,,,2,3.1271345000714064,None,,,,,,,,,,,,0,0,0,0,,,,,53.74857809999958,,,,,,,,,,,,,,,,,,,,57.0330946999602,57.0475953000132,57.53240510006435,57.56369210011326,,,,,,,,,,53.73594469996169,53.74857809999958,53.89887879998423,57.032977499999106,SonyLiv30.jpg,Plan 2,2,3.1271345000714064,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
1,0,1,,,,,,,4,3.0770737999118865,None,,,,,,,,,,,,1,0,1,0,,,,,57.56369210011326,,,,,,,,,,,,,,,,,,,,60.831981000024825,60.84713050001301,61.33146110014059,61.36409580009058,,,,,,,,,,57.545153400162235,57.56369210011326,57.74774120002985,60.83183220005594,Netflix30.jpg,Plan 4,4,3.0770737999118865,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
2,0,2,,,,,,,2,2.4249311999883503,None,,,,,,,,,,,,2,0,2,0,,,,,61.36409580009058,,,,,,,,,,,,,,,,,,,,63.98176540015265,63.99583810009062,64.4802433999721,64.511745700147,,,,,,,,,,61.34895020001568,61.36409580009058,61.54718130012043,63.98162079998292,Crunchyroll30.jpg,Plan 2,2,2.4249311999883503,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
3,0,3,,,,,,,2,3.8460011000279337,None,,,,,,,,,,,,3,0,3,0,,,,,64.511745700147,,,,,,,,,,,,,,,,,,,,68.5315521999728,68.5456453000661,69.04473290010355,,,,,,,,,,,64.50464750011452,64.511745700147,64.68031660001725,68.5313926001545,AppleOne30.jpg,Plan 2,2,3.8460011000279337,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
4,0,4,,,,,,,3,4.842641800176352,None,,,,,,,,,,,,4,0,4,0,,,,,69.07906970009208,,,,,,,,,,,,,,,,,,,,74.09530070004985,74.11049180012196,74.59578770003282,74.62887480016798,,,,,,,,,,69.05817720014602,69.07906970009208,69.24524740013294,74.09518139995635,Hotstar30.jpg,Plan 3,3,4.842641800176352,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
5,0,5,,,,,,,1,4.10529200010933,None,,,,,,,,,,,,5,0,5,0,,,,,74.62887480016798,,,,,,,,,,,,,,,,,,,,78.92817470012233,78.94324490008876,79.42780070006847,79.47451149998233,,,,,,,,,,74.61090110009536,74.62887480016798,74.81193429999985,78.92806460009888,Zee530.jpg,Plan 1,1,4.10529200010933,None,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.45561189996079,79.47451149998233,79.94232430006377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
0,0,0,,,,,,,,,,2,2.1812740999739617,None,,,,,,,,,,,,,0,0,0,0,79.95952900010161,,,,,,,,,,,,,,,,,,,,82.31175690004602,82.32625299994834,82.81001440016553,82.84200039994903,,,,,,,,,,,,,,,,,,,79.9506326999981,79.95952900010161,80.12687369994819,82.31162189994939,AppleOneBundling.jpg,Plan 2,2,2.1812740999739617,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
1,0,1,,,,,,,,,,2,2.999389800010249,None,,,,,,,,,,,,,1,0,1,0,82.84200039994903,,,,,,,,,,,,,,,,,,,,86.04220220004208,86.05722389998846,86.54298539995216,86.57431120006368,,,,,,,,,,,,,,,,,,,82.83465880015865,82.84200039994903,83.02640109998174,86.04210210009478,CrunchyrollBundling.jpg,Plan 2,2,2.999389800010249,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
2,0,2,,,,,,,,,,1,2.608738400042057,None,,,,,,,,,,,,,2,0,2,0,86.57431120006368,,,,,,,,,,,,,,,,,,,,89.36100689996965,89.37413340015337,89.8587480999995,89.89037200016901,,,,,,,,,,,,,,,,,,,86.56481260014698,86.57431120006368,86.7422623001039,89.3608411999885,Zee5Bundling.jpg,Plan 1,1,2.608738400042057,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
3,0,3,,,,,,,,,,2,2.843305599875748,None,,,,,,,,,,,,,3,0,3,0,89.89037200016901,,,,,,,,,,,,,,,,,,,,92.92560800001957,92.94033590005711,93.42335160006769,93.44202239997685,,,,,,,,,,,,,,,,,,,89.87317640008405,89.89037200016901,90.07362330006436,92.9254116001539,SonyLivBundling.jpg,Plan 2,2,2.843305599875748,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
4,0,4,,,,,,,,,,4,3.679835299961269,None,,,,,,,,,,,,,4,0,4,0,93.44202239997685,,,,,,,,,,,,,,,,,,,,97.32455080002546,97.33901980007067,97.82209559995681,97.84024409996346,,,,,,,,,,,,,,,,,,,93.43397450004704,93.44202239997685,93.640547899995,97.32444799994119,NetflixBundling.jpg,Plan 4,4,3.679835299961269,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
5,0,5,,,,,,,,,,3,2.346105600008741,None,,,,,,,,,,,,,5,0,5,0,97.84024409996346,,,,,,,,,,,,,,,,,,,,100.39103830000386,100.40476770000532,100.89003890007734,100.93656930001453,,,,,,,,,,,,,,,,,,,97.83317580004223,97.84024409996346,98.0407792001497,100.39087650016882,HotstarBundling.jpg,Plan 3,3,2.346105600008741,None,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.92033120011911,100.93656930001453,101.40638400008902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40648140013218,101.42225970001891,102.40460070013069,102.89061550004408,space,0.48060430004261434,None,88863,001,2025-04-02_18h32.00.899,RES501,2024.2.4,60.37695748489233,2025-04-02 18h33.32.345318 +0530,
