thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,0,2,,,,1,8.378795,None,,,,,,,,,,,2,0,2,0,,,,,,,,,176.3695632,,,,,,,,,,,,,,,,,,,,184.9312898,184.946625,,185.4451887,176.3488867,176.3695632,176.5373803,184.9311409,SonyLiv20.jpg,Plan 1,1,8.378795,None,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
3,0,3,,,,2,5.1356926,None,,,,,,,,,,,3,0,3,0,,,,,,,,,185.4784803,,,,,,,,,,,,,,,,,,,,190.7930214,190.806406,191.3384852,191.291386,185.4676752,185.4784803,185.6457348,190.792793,Hotstar20.jpg,Plan 2,2,5.1356926,None,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
4,0,4,,,,2,7.4093928,None,,,,,,,,,,,4,0,4,0,,,,,,,,,191.3384852,,,,,,,,,,,,,,,,,,,,198.9209103,198.9317946,199.4484349,199.4165091,191.3164792,191.3384852,191.507955,198.920746,Zee520.jpg,Plan 2,2,7.4093928,None,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
5,0,5,,,,1,2.1677443,None,,,,,,,,,,,5,0,5,0,,,,,,,,,199.4484349,,,,,,,,,,,,,,,,,,,,201.8157437,201.8307708,,202.3294023,199.4385311,199.4484349,199.6328943,201.8155937,Crunchyroll20.jpg,Plan 1,1,2.1677443,None,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3743414,202.3932114,,202.8286006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
0,0,0,,,,,,,1,8.2491518,None,,,,,,,,,,,,0,0,0,0,,,,,202.8782713,,,,,,,,,,,,,,,,,,,,211.2899415,211.3043922,211.820532,211.7881828,,,,,,,,,,202.8591883,202.8782713,203.0290623,211.2897839,SonyLiv30.jpg,Plan 1,1,8.2491518,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
1,0,1,,,,,,,1,11.4795935,None,,,,,,,,,,,,1,0,1,0,,,,,211.820532,,,,,,,,,,,,,,,,,,,,223.4956649,223.5090113,224.0414383,223.9941224,,,,,,,,,,211.8129422,211.820532,212.0059773,223.4955135,Crunchyroll30.jpg,Plan 1,1,11.4795935,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
2,0,2,,,,,,,2,6.3769825,None,,,,,,,,,,,,2,0,2,0,,,,,224.0414383,,,,,,,,,,,,,,,,,,,,230.5897753,230.6025685,231.1355261,231.085785,,,,,,,,,,224.0219976,224.0414383,224.210003,230.5896251,Zee530.jpg,Plan 2,2,6.3769825,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
3,0,3,,,,,,,2,2.2976604,None,,,,,,,,,,,,3,0,3,0,,,,,231.1355261,,,,,,,,,,,,,,,,,,,,233.6069993,233.6164891,234.1494846,234.101422,,,,,,,,,,231.1124355,231.1355261,231.3027952,233.6068229,Netflix30.jpg,Plan 2,2,2.2976604,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
4,0,4,,,,,,,2,8.9755314,None,,,,,,,,,,,,4,0,4,0,,,,,234.1494846,,,,,,,,,,,,,,,,,,,,243.3097384,243.3239706,243.8409975,243.8077627,,,,,,,,,,234.1367075,234.1494846,234.3183229,243.3095946,AppleOne30.jpg,Plan 2,2,8.9755314,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
5,0,5,,,,,,,2,10.3806678,None,,,,,,,,,,,,5,0,5,0,,,,,243.8409975,,,,,,,,,,,,,,,,,,,,254.4166711,254.4301029,254.9602265,254.9145096,,,,,,,,,,243.8289753,243.8409975,244.0244311,254.4164925,Hotstar30.jpg,Plan 2,2,10.3806678,None,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9538031,254.9602265,,255.4298921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
0,0,0,,,,,,,,,,3,11.4555637,None,,,,,,,,,,,,,0,0,0,0,255.4625136,,,,,,,,,,,,,,,,,,,,267.0893294,267.1013742,267.6348759,267.5859633,,,,,,,,,,,,,,,,,,,255.454964,255.4625136,255.6303515,267.0891974,HotstarBundling.jpg,Plan 3,3,11.4555637,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
1,0,1,,,,,,,,,,1,8.0592512,None,,,,,,,,,,,,,1,0,1,0,267.6348759,,,,,,,,,,,,,,,,,,,,275.880089,275.8943254,276.4082499,276.3777212,,,,,,,,,,,,,,,,,,,267.6119731,267.6348759,267.8044271,275.8798711,CrunchyrollBundling.jpg,Plan 1,1,8.0592512,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
2,0,2,,,,,,,,,,2,22.0793529,None,,,,,,,,,,,,,2,0,2,0,276.4082499,,,,,,,,,,,,,,,,,,,,298.6760712,298.6882142,299.2388544,299.1730178,,,,,,,,,,,,,,,,,,,276.4004817,276.4082499,276.5940181,298.6758646,AppleOneBundling.jpg,Plan 2,2,22.0793529,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
3,0,3,,,,,,,,,,2,15.9364228,None,,,,,,,,,,,,,3,0,3,0,299.2388544,,,,,,,,,,,,,,,,,,,,315.3415145,315.356462,315.9069405,315.8410209,,,,,,,,,,,,,,,,,,,299.2260003,299.2388544,299.3898836,315.3413316,NetflixBundling.jpg,Plan 2,2,15.9364228,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
4,0,4,,,,,,,,,,1,5.7362974,None,,,,,,,,,,,,,4,0,4,0,315.9069405,,,,,,,,,,,,,,,,,,,,321.7855971,321.8004689,322.317147,322.2846651,,,,,,,,,,,,,,,,,,,315.8945551,315.9069405,316.0400421,321.7855099,SonyLivBundling.jpg,Plan 1,1,5.7362974,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
5,0,5,,,,,,,,,,1,6.0154964,None,,,,,,,,,,,,,5,0,5,0,322.317147,,,,,,,,,,,,,,,,,,,,328.5307508,328.5445324,329.0912974,329.0285178,,,,,,,,,,,,,,,,,,,322.3039442,322.317147,322.5011907,328.5304851,Zee5Bundling.jpg,Plan 1,1,6.0154964,None,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0725917,329.0912974,,329.5450254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5450992,329.5602277,330.543091,334.6570796,space,4.0978869,None,54458,1,2025-03-26_12h55.09.370,RES501,2024.2.4,60.62634284,2025-03-26 12h55.23.064902 +0530
