thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,3,6.336745700100437,None,,,,,,,,,,,2,0,2,0,,,,,,,,,45.02454700018279,,,,,,,,,,,,,,,,,,,,51.54247980006039,51.55595519999042,52.04092890000902,52.07335940003395,45.01606669998728,45.02454700018279,45.19217659998685,51.542276800144464,Hotstar20.jpg,Plan 3,3,6.336745700100437,None,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
3,0,3,,,,1,5.801056999946013,None,,,,,,,,,,,3,0,3,0,,,,,,,,,52.07335940003395,,,,,,,,,,,,,,,,,,,,58.0737664999906,58.08774670003913,58.57280520000495,58.58950450015254,52.05800850014202,52.07335940003395,52.25634830002673,58.07364089996554,Zee520.jpg,Plan 1,1,5.801056999946013,None,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
4,0,4,,,,3,3.4207707999739796,None,,,,,,,,,,,4,0,4,0,,,,,,,,,58.58950450015254,,,,,,,,,,,,,,,,,,,,62.224362700013444,62.23768010013737,62.721823500003666,62.754661000100896,58.583309000125155,58.58950450015254,58.78814269998111,62.22413590014912,Crunchyroll20.jpg,Plan 3,3,3.4207707999739796,None,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
5,0,5,,,,2,5.955079999985173,None,,,,,,,,,,,5,0,5,0,,,,,,,,,62.754661000100896,,,,,,,,,,,,,,,,,,,,68.9061988000758,68.91983180004172,69.40425180015154,69.45104760001414,62.748150900006294,62.754661000100896,62.93811310012825,68.9060071001295,SonyLiv20.jpg,Plan 2,2,5.955079999985173,None,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43138390011154,69.45104760001414,69.91975070000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
0,0,0,,,,,,,3,3.11913500004448,None,,,,,,,,,,,,0,0,0,0,,,,,69.95221340004355,,,,,,,,,,,,,,,,,,,,73.25346240005456,73.26840379997157,73.75354239996523,73.78458520001732,,,,,,,,,,69.93323820014484,69.95221340004355,70.12047139997594,73.25331389997154,Crunchyroll30.jpg,Plan 3,3,3.11913500004448,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
1,0,1,,,,,,,1,1.9056144000496715,None,,,,,,,,,,,,1,0,1,0,,,,,73.78458520001732,,,,,,,,,,,,,,,,,,,,75.88835659995675,75.90215760003775,76.4009301001206,,,,,,,,,,,73.77337540010922,73.78458520001732,73.96900580008514,75.88809969997965,Zee530.jpg,Plan 1,1,1.9056144000496715,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
2,0,2,,,,,,,4,1.6554912000428885,None,,,,,,,,,,,,2,0,2,0,,,,,76.43451110017486,,,,,,,,,,,,,,,,,,,,78.27054310007952,78.28503460017964,78.76926460000686,78.80090410006233,,,,,,,,,,76.41689260001294,76.43451110017486,76.60212770011276,78.270350900013,Netflix30.jpg,Plan 4,4,1.6554912000428885,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
3,0,3,,,,,,,2,1.6561654000543058,None,,,,,,,,,,,,3,0,3,0,,,,,78.80090410006233,,,,,,,,,,,,,,,,,,,,80.65257270005532,80.6671116000507,81.15153830009513,81.18343940004706,,,,,,,,,,78.78320850012824,78.80090410006233,78.9848925000988,80.65239950013347,AppleOne30.jpg,Plan 2,2,1.6561654000543058,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
4,0,4,,,,,,,2,1.5791964998934418,None,,,,,,,,,,,,4,0,4,0,,,,,81.18343940004706,,,,,,,,,,,,,,,,,,,,82.95081609999761,82.96622000006028,83.4501507000532,83.48296940000728,,,,,,,,,,81.17196510010399,81.18343940004706,81.36718860012479,82.95071180001833,SonyLiv30.jpg,Plan 2,2,1.5791964998934418,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
5,0,5,,,,,,,1,2.7923968001268804,None,,,,,,,,,,,,5,0,5,0,,,,,83.48296940000728,,,,,,,,,,,,,,,,,,,,86.45088680018671,86.46492080017924,86.94950250000693,86.98048970010132,,,,,,,,,,83.46250460017473,83.48296940000728,83.65097610000521,86.4507709001191,Hotstar30.jpg,Plan 1,1,2.7923968001268804,None,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97555930004455,86.98048970010132,87.46567109995522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
0,0,0,,,,,,,,,,3,2.0064378001261503,None,,,,,,,,,,,,,0,0,0,0,87.49846579995938,,,,,,,,,,,,,,,,,,,,89.68438290013,89.69923220016062,90.1982170001138,,,,,,,,,,,,,,,,,,,,87.48480690014549,87.49846579995938,87.66620960016735,89.68411960010417,SonyLivBundling.jpg,Plan 3,3,2.0064378001261503,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
1,0,1,,,,,,,,,,2,2.6080626000184566,None,,,,,,,,,,,,,1,0,1,0,90.2326519000344,,,,,,,,,,,,,,,,,,,,93.01597149996087,93.03044230001979,93.51520820008591,93.54839660017751,,,,,,,,,,,,,,,,,,,90.21601780015044,90.2326519000344,90.39929730002768,93.01587330014445,NetflixBundling.jpg,Plan 2,2,2.6080626000184566,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
2,0,2,,,,,,,,,,3,5.40772629994899,None,,,,,,,,,,,,,2,0,2,0,93.54839660017751,,,,,,,,,,,,,,,,,,,,99.13198760012165,99.14584680018015,99.62940980005078,99.66377580002882,,,,,,,,,,,,,,,,,,,93.52850220003165,93.54839660017751,93.71551420004107,99.13184010004625,HotstarBundling.jpg,Plan 3,3,5.40772629994899,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
3,0,3,,,,,,,,,,2,1.8287084000185132,None,,,,,,,,,,,,,3,0,3,0,99.66377580002882,,,,,,,,,,,,,,,,,,,,101.68090420006774,101.69493019999936,102.17974729998969,102.2111999001354,,,,,,,,,,,,,,,,,,,99.64493419998325,99.66377580002882,99.84730749996379,101.68075080006383,CrunchyrollBundling.jpg,Plan 2,2,1.8287084000185132,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
4,0,4,,,,,,,,,,2,2.3654630000237375,None,,,,,,,,,,,,,4,0,4,0,102.2111999001354,,,,,,,,,,,,,,,,,,,,104.74635530007072,104.76153849996626,105.24565630010329,105.26205480005592,,,,,,,,,,,,,,,,,,,102.1987311001867,102.2111999001354,102.3785818000324,104.74625900015235,AppleOneBundling.jpg,Plan 2,2,2.3654630000237375,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
5,0,5,,,,,,,,,,1,3.1555039000231773,None,,,,,,,,,,,,,5,0,5,0,105.26205480005592,,,,,,,,,,,,,,,,,,,,108.62901709997095,108.64512010011822,109.12820380018093,109.17610580008477,,,,,,,,,,,,,,,,,,,105.2532834999729,105.26205480005592,105.46333239995874,108.62882660003379,Zee5Bundling.jpg,Plan 1,1,3.1555039000231773,None,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16191160003655,109.17610580008477,109.64424210018478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.64429330010898,109.66074350010604,110.6438902001828,111.32969489996321,space,0.6844327999278903,None,31914,001,2025-04-02_18h35.27.383,RES501,2024.2.4,59.652559680270954,2025-04-02 18h35.39.252916 +0530,
