thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,2,12.936183584009996,None,,,,,,,,,,,2,0,2,0,,,,,,,,,243.23105279100128,,,,,,,,,,,,,,,,,,,,256.3163573750062,256.32498900000064,256.8147562910017,256.8490383330063,243.2241165000014,243.23105279100128,243.3697187910002,256.3160688330099,SonyLiv20.jpg,Plan 2,2,12.936183584009996,None,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
3,0,3,,,,3,2.3800217079988215,None,,,,,,,,,,,3,0,3,0,,,,,,,,,256.8490383330063,,,,,,,,,,,,,,,,,,,,259.3993451250135,259.40926208300516,259.897881375,259.93249283300247,256.8417366250069,256.8490383330063,257.01364562500385,259.3992138330068,Netflix20.jpg,Plan 3,3,2.3800217079988215,None,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
4,0,4,,,,3,4.242522457992891,None,,,,,,,,,,,4,0,4,0,,,,,,,,,259.93249283300247,,,,,,,,,,,,,,,,,,,,264.34864579100395,264.35690800000157,264.848776208004,264.8806917910115,259.9254074160126,259.93249283300247,260.0969839160098,264.3484770000068,Hotstar20.jpg,Plan 3,3,4.242522457992891,None,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
5,0,5,,,,1,3.7593753750115866,None,,,,,,,,,,,5,0,5,0,,,,,,,,,264.8806917910115,,,,,,,,,,,,,,,,,,,,268.8158673750004,268.82420416601235,269.3148476660135,269.3198878750118,264.8729948750115,264.8806917910115,265.04714441600663,268.81569558300544,Zee520.jpg,Plan 1,1,3.7593753750115866,None,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.31501375000516,269.3198878750118,269.8040855410072,269.85352625000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
0,0,0,,,,,,,2,7.503873542009387,None,,,,,,,,,,,,0,0,0,0,,,,,269.85352625000814,,,,,,,,,,,,,,,,,,,,277.52336195801036,277.54802533300244,278.031211583002,,,,,,,,,,,269.8464998330019,269.85352625000814,270.0139200830017,277.52321204100735,SonyLiv30.jpg,Plan 2,2,7.503873542009387,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
1,0,1,,,,,,,2,8.67979337500583,None,,,,,,,,,,,,1,0,1,0,,,,,278.06043495800986,,,,,,,,,,,,,,,,,,,,286.90674616600154,286.9316625830106,287.4149837910081,,,,,,,,,,,278.0531891250139,278.06043495800986,278.22092800000974,286.90660887501144,AppleOne30.jpg,Plan 2,2,8.67979337500583,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
2,0,2,,,,,,,3,4.882834333009669,None,,,,,,,,,,,,2,0,2,0,,,,,287.456364416008,,,,,,,,,,,,,,,,,,,,292.490047875006,292.4987977080018,292.9821166660113,293.0121876660123,,,,,,,,,,287.4480365000054,287.456364416008,287.60423945799994,292.4899063750054,Hotstar30.jpg,Plan 3,3,4.882834333009669,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
3,0,3,,,,,,,1,2.3583453339961125,None,,,,,,,,,,,,3,0,3,0,,,,,293.0121876660123,,,,,,,,,,,,,,,,,,,,295.5499027080077,295.556073166008,296.0488873330032,296.08269716601353,,,,,,,,,,293.004892500001,293.0121876660123,293.1878635410103,295.54971900000237,Zee530.jpg,Plan 1,1,2.3583453339961125,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
4,0,4,,,,,,,1,0.9530185000039637,None,,,,,,,,,,,,4,0,4,0,,,,,296.08269716601353,,,,,,,,,,,,,,,,,,,,297.20715145800204,297.2318355000025,297.7151903750055,,,,,,,,,,,296.0756984160107,296.08269716601353,296.24793900000805,297.20701112500683,Crunchyroll30.jpg,Plan 1,1,0.9530185000039637,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
5,0,5,,,,,,,3,1.1335381669923663,None,,,,,,,,,,,,5,0,5,0,,,,,297.7539843750128,,,,,,,,,,,,,,,,,,,,299.0404464160092,299.06530600000406,299.5484629160055,,,,,,,,,,,297.74479316601355,297.7539843750128,297.9046222080069,299.040296666004,Netflix30.jpg,Plan 3,3,1.1335381669923663,None,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.54861445800634,299.5538205410121,300.03804641601164,300.06606387501233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
0,0,0,,,,,,,,,,2,22.439639749994967,None,,,,,,,,,,,,,0,0,0,0,300.06606387501233,,,,,,,,,,,,,,,,,,,,322.68384004100517,322.69259529100964,323.1828875000065,323.21425966601237,,,,,,,,,,,,,,,,,,,300.05873175000306,300.06606387501233,300.2380354160123,322.6836515830073,AppleOneBundling.jpg,Plan 2,2,22.439639749994967,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
1,0,1,,,,,,,,,,3,6.070736666006269,None,,,,,,,,,,,,,1,0,1,0,323.21425966601237,,,,,,,,,,,,,,,,,,,,329.4590050410043,329.47027595801046,329.9547946250095,329.99775995800155,,,,,,,,,,,,,,,,,,,323.20720979101316,323.21425966601237,323.3820650000125,329.45886333301314,Zee5Bundling.jpg,Plan 3,3,6.070736666006269,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
2,0,2,,,,,,,,,,2,6.714229332996183,None,,,,,,,,,,,,,2,0,2,0,329.99775995800155,,,,,,,,,,,,,,,,,,,,336.8752643330081,336.887528791005,337.37273108299996,337.4041030410008,,,,,,,,,,,,,,,,,,,329.9909611660114,329.99775995800155,330.15519479100476,336.8751269580098,SonyLivBundling.jpg,Plan 2,2,6.714229332996183,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
3,0,3,,,,,,,,,,3,2.555617667007027,None,,,,,,,,,,,,,3,0,3,0,337.4041030410008,,,,,,,,,,,,,,,,,,,,340.1339038750011,340.1389123330009,340.62238683301257,340.65962191601284,,,,,,,,,,,,,,,,,,,337.3972479160002,337.4041030410008,337.5723466250056,340.13375479100796,NetflixBundling.jpg,Plan 3,3,2.555617667007027,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
4,0,4,,,,,,,,,,1,0.8427541669952916,None,,,,,,,,,,,,,4,0,4,0,340.65962191601284,,,,,,,,,,,,,,,,,,,,341.6842712910002,341.69281570801104,342.18345158301236,342.2193227910029,,,,,,,,,,,,,,,,,,,340.65256341600616,340.65962191601284,340.83238100000017,341.6841173330031,CrunchyrollBundling.jpg,Plan 1,1,0.8427541669952916,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
5,0,5,,,,,,,,,,3,3.0053019580082037,None,,,,,,,,,,,,,5,0,5,0,342.2193227910029,,,,,,,,,,,,,,,,,,,,345.3920420830109,345.4164182500099,345.8997592910018,,,,,,,,,,,,,,,,,,,,342.21241083300265,342.2193227910029,342.3825855000032,345.39187550000497,HotstarBundling.jpg,Plan 3,3,3.0053019580082037,None,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.89988720801193,345.9051443750068,346.3892107500142,346.4040421660029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.3892823750066,346.4040421660029,347.3886962910037,377.7255304160062,space,30.331288250003126,None,14851,001,2025-03-27_17h40.16.137,RES501,2024.2.4,119.59183307042403,2025-03-27 17h40.37.148696 +0530,
