thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,0,2,,,,3,20.1833993,None,,,,,,,,,,,2,0,2,0,,,,,,,,,236.0954359,,,,,,,,,,,,,,,,,,,,256.4786704,256.492279,257.008023,256.9769287,236.0829284,236.0954359,236.2789118,256.4785292,SonyLiv20.jpg,Plan 3,3,20.1833993,None,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
3,0,3,,,,1,20.2928147,None,,,,,,,,,,,3,0,3,0,,,,,,,,,257.008023,,,,,,,,,,,,,,,,,,,,277.4935213,277.5062654,278.039926,277.9901586,256.9935419,257.008023,257.1932632,277.4933372,Hotstar20.jpg,Plan 1,1,20.2928147,None,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
4,0,4,,,,3,16.8373765,None,,,,,,,,,,,4,0,4,0,,,,,,,,,278.039926,,,,,,,,,,,,,,,,,,,,295.0601385,295.0734328,295.5902284,295.5574587,278.0160149,278.039926,278.2066211,295.0599093,Crunchyroll20.jpg,Plan 3,3,16.8373765,None,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
5,0,5,,,,2,13.421802,None,,,,,,,,,,,5,0,5,0,,,,,,,,,295.5902284,,,,,,,,,,,,,,,,,,,,309.2138653,309.2258274,309.7261069,309.7107821,295.576324,295.5902284,295.7757918,309.2136985,AppleOne20.jpg,Plan 2,2,13.421802,None,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7108919,309.7261069,310.2423156,310.2104148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
0,0,0,,,,,,,2,17.4147886,None,,,,,,,,,,,,0,0,0,0,,,,,310.2423156,,,,,,,,,,,,,,,,,,,,327.8471166,327.8613979,,328.3583775,,,,,,,,,,310.2256775,310.2423156,310.4285738,327.8470197,AppleOne30.jpg,Plan 2,2,17.4147886,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
1,0,1,,,,,,,3,10.4905384,None,,,,,,,,,,,,1,0,1,0,,,,,328.4087537,,,,,,,,,,,,,,,,,,,,339.0533753,339.0654103,339.5994361,339.5494825,,,,,,,,,,328.3855497,328.4087537,328.5588527,339.0532303,SonyLiv30.jpg,Plan 3,3,10.4905384,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
2,0,2,,,,,,,3,14.3421581,None,,,,,,,,,,,,2,0,2,0,,,,,339.5994361,,,,,,,,,,,,,,,,,,,,354.1207179,354.1345879,354.6581364,354.6188514,,,,,,,,,,339.5806428,339.5994361,339.7652304,354.1205457,Crunchyroll30.jpg,Plan 3,3,14.3421581,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
3,0,3,,,,,,,1,24.705533,None,,,,,,,,,,,,3,0,3,0,,,,,354.6581364,,,,,,,,,,,,,,,,,,,,379.5483192,379.5606638,380.0765035,380.0457698,,,,,,,,,,354.6413992,354.6581364,354.8364196,379.5481515,Hotstar30.jpg,Plan 1,1,24.705533,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
4,0,4,,,,,,,1,4.1842122,None,,,,,,,,,,,,4,0,4,0,,,,,380.0765035,,,,,,,,,,,,,,,,,,,,384.460454,384.4733577,384.9901647,384.9578567,,,,,,,,,,380.063553,380.0765035,380.2610978,384.4602923,Zee530.jpg,Plan 1,1,4.1842122,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
5,0,5,,,,,,,2,11.6530921,None,,,,,,,,,,,,5,0,5,0,,,,,384.9901647,,,,,,,,,,,,,,,,,,,,396.8315962,396.8448128,397.3442652,397.3294101,,,,,,,,,,384.9741671,384.9901647,385.1734696,396.8314378,Netflix30.jpg,Plan 2,2,11.6530921,None,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.329549,397.3442652,397.860738,397.8284394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
0,0,0,,,,,,,,,,3,7.1424934,None,,,,,,,,,,,,,0,0,0,0,397.860738,,,,,,,,,,,,,,,,,,,,405.1916287,405.203771,405.7369679,405.6882751,,,,,,,,,,,,,,,,,,,397.8421149,397.860738,398.045257,405.1914273,NetflixBundling.jpg,Plan 3,3,7.1424934,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
1,0,1,,,,,,,,,,2,12.4028657,None,,,,,,,,,,,,,1,0,1,0,405.7369679,,,,,,,,,,,,,,,,,,,,418.3122821,418.3250898,418.8414741,418.8093571,,,,,,,,,,,,,,,,,,,405.7193624,405.7369679,405.9043389,418.3121083,HotstarBundling.jpg,Plan 2,2,12.4028657,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
2,0,2,,,,,,,,,,3,3.2765143,None,,,,,,,,,,,,,2,0,2,0,418.8414741,,,,,,,,,,,,,,,,,,,,422.3073369,422.3210507,422.8560595,422.8051123,,,,,,,,,,,,,,,,,,,418.8237401,418.8414741,419.0256983,422.3071946,CrunchyrollBundling.jpg,Plan 3,3,3.2765143,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
3,0,3,,,,,,,,,,3,11.5737942,None,,,,,,,,,,,,,3,0,3,0,422.8560595,,,,,,,,,,,,,,,,,,,,434.6127474,434.6264757,435.1581761,435.1098435,,,,,,,,,,,,,,,,,,,422.8334549,422.8560595,423.0216836,434.6125684,SonyLivBundling.jpg,Plan 3,3,11.5737942,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
4,0,4,,,,,,,,,,2,4.0432736,None,,,,,,,,,,,,,4,0,4,0,435.1581761,,,,,,,,,,,,,,,,,,,,439.3746451,439.3882336,439.8894263,439.8715709,,,,,,,,,,,,,,,,,,,435.1398866,435.1581761,435.3275575,439.3744695,AppleOneBundling.jpg,Plan 2,2,4.0432736,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
5,0,5,,,,,,,,,,1,4.198077,None,,,,,,,,,,,,,5,0,5,0,439.8894263,,,,,,,,,,,,,,,,,,,,444.3040353,444.3184599,,444.8168145,,,,,,,,,,,,,,,,,,,439.8799604,439.8894263,440.0888899,444.3038403,Zee5Bundling.jpg,Plan 1,1,4.198077,None,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.8169478,444.8334336,,445.3173084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.3174056,445.3333875,446.3160086,461.0723647,space,14.7486988,None,88693,1,2025-03-26_14h56.29.653,RES501,2024.2.4,59.31922887,2025-03-26 14h56.39.125735 +0530
