thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,0,2,,,,3,18.3115728,None,,,,,,,,,,,2,0,2,0,,,,,,,,,116.9298822,,,,,,,,,,,,,,,,,,,,135.396583,135.4113175,135.9100847,,116.9179933,116.9298822,117.0801736,135.3964864,Hotstar20.jpg,Plan 3,3,18.3115728,None,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
3,0,3,,,,1,5.4843693,None,,,,,,,,,,,3,0,3,0,,,,,,,,,135.9931649,,,,,,,,,,,,,,,,,,,,141.6085018,141.6225462,142.1068855,142.1561952,135.9868929,135.9931649,136.1133768,141.6083773,Zee520.jpg,Plan 1,1,5.4843693,None,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
4,0,4,,,,2,11.2341921,None,,,,,,,,,,,4,0,4,0,,,,,,,,,142.1561952,,,,,,,,,,,,,,,,,,,,153.5644732,153.5780469,154.0620849,154.0949962,142.138336,142.1561952,142.3234109,153.5642716,SonyLiv20.jpg,Plan 2,2,11.2341921,None,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
5,0,5,,,,4,13.0432256,None,,,,,,,,,,,5,0,5,0,,,,,,,,,154.0949962,,,,,,,,,,,,,,,,,,,,167.3347604,167.3497474,167.8346026,167.8490736,154.0839245,154.0949962,154.2792886,167.3346009,Netflix20.jpg,Plan 4,4,13.0432256,None,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.8347656,167.8490736,168.3325868,168.3809497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
0,0,0,,,,,,,3,9.5713126,None,,,,,,,,,,,,0,0,0,0,,,,,168.3809497,,,,,,,,,,,,,,,,,,,,178.1090021,178.1217074,178.6062434,178.6544493,,,,,,,,,,168.3583548,168.3809497,168.5320384,178.1088718,Hotstar30.jpg,Plan 3,3,9.5713126,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
1,0,1,,,,,,,2,8.0254475,None,,,,,,,,,,,,1,0,1,0,,,,,178.6544493,,,,,,,,,,,,,,,,,,,,186.866651,186.8818846,187.3804692,,,,,,,,,,,178.6349974,178.6544493,178.8237435,186.866488,SonyLiv30.jpg,Plan 2,2,8.0254475,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
2,0,2,,,,,,,1,1.2066186,None,,,,,,,,,,,,2,0,2,0,,,,,187.4197372,,,,,,,,,,,,,,,,,,,,188.7986228,188.8119683,189.2960823,189.3464146,,,,,,,,,,187.4042718,187.4197372,187.5815236,188.7984416,Zee530.jpg,Plan 1,1,1.2066186,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
3,0,3,,,,,,,2,1.8435058,None,,,,,,,,,,,,3,0,3,0,,,,,189.3464146,,,,,,,,,,,,,,,,,,,,191.362677,191.3765518,191.8598961,191.9090043,,,,,,,,,,189.3316403,189.3464146,189.5122258,191.3625157,AppleOne30.jpg,Plan 2,2,1.8435058,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
4,0,4,,,,,,,4,12.0304904,None,,,,,,,,,,,,4,0,4,0,,,,,191.9090043,,,,,,,,,,,,,,,,,,,,204.1190876,204.1307004,204.6147976,204.6478947,,,,,,,,,,191.8960831,191.9090043,192.0768874,204.1189517,Netflix30.jpg,Plan 4,4,12.0304904,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
5,0,5,,,,,,,3,13.2180098,None,,,,,,,,,,,,5,0,5,0,,,,,204.6478947,,,,,,,,,,,,,,,,,,,,218.0543229,218.067929,218.5528083,218.5693859,,,,,,,,,,204.6401661,204.6478947,204.8320139,218.0541854,Crunchyroll30.jpg,Plan 2,2,13.2180098,None,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5529235,218.5693859,219.0676163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
0,0,0,,,,,,,,,,2,8.3038984,None,,,,,,,,,,,,,0,0,0,0,219.1165296,,,,,,,,,,,,,,,,,,,,227.5790845,227.5928965,228.0769479,228.1089901,,,,,,,,,,,,,,,,,,,219.0938257,219.1165296,219.2680437,227.5788816,AppleOneBundling.jpg,Plan 2,2,8.3038984,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
1,0,1,,,,,,,,,,3,11.4419767,None,,,,,,,,,,,,,1,0,1,0,228.1089901,,,,,,,,,,,,,,,,,,,,239.7512651,239.7642498,240.2488022,240.2797691,,,,,,,,,,,,,,,,,,,228.1012579,228.1089901,228.2926586,239.7510844,HotstarBundling.jpg,Plan 3,3,11.4419767,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
2,0,2,,,,,,,,,,2,9.6738447,None,,,,,,,,,,,,,2,0,2,0,240.2797691,,,,,,,,,,,,,,,,,,,,250.1417383,250.1545558,250.6386947,250.7040103,,,,,,,,,,,,,,,,,,,240.2734546,240.2797691,240.4646866,250.141609,SonyLivBundling.jpg,Plan 2,2,9.6738447,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
3,0,3,,,,,,,,,,4,4.0749388,None,,,,,,,,,,,,,3,0,3,0,250.7040103,,,,,,,,,,,,,,,,,,,,254.9367044,254.9508986,255.4504451,,,,,,,,,,,,,,,,,,,,250.687602,250.7040103,250.8549732,254.9365525,NetflixBundling.jpg,Plan 4,4,4.0749388,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
4,0,4,,,,,,,,,,1,10.7254648,None,,,,,,,,,,,,,4,0,4,0,255.4824223,,,,,,,,,,,,,,,,,,,,266.3919055,266.4061432,266.8899759,266.9231094,,,,,,,,,,,,,,,,,,,255.4727962,255.4824223,255.6505777,266.391784,Zee5Bundling.jpg,Plan 1,1,10.7254648,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
5,0,5,,,,,,,,,,3,6.8452628,None,,,,,,,,,,,,,5,0,5,0,266.9231094,,,,,,,,,,,,,,,,,,,,273.9696628,273.9825952,274.4660591,274.4820398,,,,,,,,,,,,,,,,,,,266.9105981,266.9231094,267.1067755,273.9694539,CrunchyrollBundling.jpg,Plan 3,3,6.8452628,None,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.4662062,274.4820398,274.9661331,274.9810288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.9661914,274.9810288,275.9837476,357.3553396,space,81.3650585,None,34752,1,2025-03-26_14h03.26.401,RES501,2024.2.4,59.77157698,2025-03-26 14h03.36.830755 +0530
