thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,2,4.644347900059074,None,,,,,,,,,,,2,0,2,0,,,,,,,,,44.811256299959496,,,,,,,,,,,,,,,,,,,,49.64489670004696,49.6600802000612,,50.14501619990915,44.79581979988143,44.811256299959496,44.995711900060996,49.64479469996877,AppleOne20.jpg,Plan 2,2,4.644347900059074,None,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
3,0,3,,,,1,1.6820450997911394,None,,,,,,,,,,,3,0,3,0,,,,,,,,,50.17771179997362,,,,,,,,,,,,,,,,,,,,52.02934659994207,52.04391160001978,52.56096059991978,52.52902069990523,50.160444600041956,50.17771179997362,50.3451135000214,52.0291903000325,Crunchyroll20.jpg,Plan 1,1,1.6820450997911394,None,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
4,0,4,,,,2,2.346346899867058,None,,,,,,,,,,,4,0,4,0,,,,,,,,,52.56096059991978,,,,,,,,,,,,,,,,,,,,55.09476049989462,55.11003750003874,55.62644949997775,55.59476769994944,52.54844309994951,52.56096059991978,52.743763299891725,55.09462319989689,Netflix20.jpg,Plan 2,2,2.346346899867058,None,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
5,0,5,,,,2,3.071595799876377,None,,,,,,,,,,,5,0,5,0,,,,,,,,,55.62644949997775,,,,,,,,,,,,,,,,,,,,58.877456799848005,58.89191040000878,59.407380799995735,59.37607700005174,55.60880959988572,55.62644949997775,55.794213299872354,58.87731199990958,Hotstar20.jpg,Plan 2,2,3.071595799876377,None,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40198850003071,59.407380799995735,,59.89228589995764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
0,0,0,,,,,,,1,2.406014099949971,None,,,,,,,,,,,,0,0,0,0,,,,,59.909568399889395,,,,,,,,,,,,,,,,,,,,62.51015969994478,62.52477669995278,63.02565019996837,63.007899899967015,,,,,,,,,,59.89982929988764,59.909568399889395,60.093799399910495,62.51003280002624,Zee530.jpg,Plan 1,1,2.406014099949971,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
1,0,1,,,,,,,1,2.9378631999716163,None,,,,,,,,,,,,1,0,1,0,,,,,63.02565019996837,,,,,,,,,,,,,,,,,,,,66.17550070001744,66.19061269983649,66.70685729989782,66.67523749987595,,,,,,,,,,63.01966220000759,63.02565019996837,63.22541860002093,66.17535569984466,Crunchyroll30.jpg,Plan 1,1,2.9378631999716163,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
2,0,2,,,,,,,2,1.9416257999837399,None,,,,,,,,,,,,2,0,2,0,,,,,66.70685729989782,,,,,,,,,,,,,,,,,,,,68.82557490002364,68.83976170001552,69.35691770003177,69.32529979990795,,,,,,,,,,66.69276799983345,66.70685729989782,66.87546680006199,68.82542819995433,AppleOne30.jpg,Plan 2,2,1.9416257999837399,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
3,0,3,,,,,,,1,4.13897219998762,None,,,,,,,,,,,,3,0,3,0,,,,,69.35691770003177,,,,,,,,,,,,,,,,,,,,73.69075069995597,73.70607799990103,74.22209449997172,74.19039909983985,,,,,,,,,,69.35046699992381,69.35691770003177,69.5407255999744,73.69064899999648,SonyLiv30.jpg,Plan 1,1,4.13897219998762,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
4,0,4,,,,,,,3,2.748969300184399,None,,,,,,,,,,,,4,0,4,0,,,,,74.22209449997172,,,,,,,,,,,,,,,,,,,,77.14255099999718,77.15628480003215,,77.6552398998756,,,,,,,,,,74.21580299991183,74.22209449997172,74.39052219991572,77.14235990005545,Hotstar30.jpg,Plan 3,3,2.748969300184399,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
5,0,5,,,,,,,1,3.9027199998963624,None,,,,,,,,,,,,5,0,5,0,,,,,77.67197369993664,,,,,,,,,,,,,,,,,,,,81.77325349999592,81.78793690004386,82.31894809985533,82.27129409997724,,,,,,,,,,77.66562830004841,77.67197369993664,77.85613809991628,81.77306949999183,Netflix30.jpg,Plan 1,1,3.9027199998963624,None,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.30265329987742,82.31894809985533,,82.78787719993852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
0,0,0,,,,,,,,,,2,3.052210599882528,None,,,,,,,,,,,,,0,0,0,0,82.82033389993012,,,,,,,,,,,,,,,,,,,,86.05538300005719,86.07010610005818,86.58662820002064,86.55417490005493,,,,,,,,,,,,,,,,,,,82.80283159995452,82.82033389993012,82.98864979995415,86.05523409997113,CrunchyrollBundling.jpg,Plan 2,2,3.052210599882528,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
1,0,1,,,,,,,,,,1,3.2306500000413507,None,,,,,,,,,,,,,1,0,1,0,86.58662820002064,,,,,,,,,,,,,,,,,,,,89.9872002999764,90.00180420000106,,90.48763670003973,,,,,,,,,,,,,,,,,,,86.57351420004852,86.58662820002064,86.75474729994312,89.98706299997866,Zee5Bundling.jpg,Plan 1,1,3.2306500000413507,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
2,0,2,,,,,,,,,,2,3.181913600070402,None,,,,,,,,,,,,,2,0,2,0,90.53745900001377,,,,,,,,,,,,,,,,,,,,93.87291869986802,93.8859595998656,,94.38484049984254,,,,,,,,,,,,,,,,,,,90.51117859990336,90.53745900001377,90.68713909992948,93.87266930006444,SonyLivBundling.jpg,Plan 2,2,3.181913600070402,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
3,0,3,,,,,,,,,,2,3.2672676001675427,None,,,,,,,,,,,,,3,0,3,0,94.4181474999059,,,,,,,,,,,,,,,,,,,,97.87164539983496,97.88505259994417,98.40222799987532,98.36919480003417,,,,,,,,,,,,,,,,,,,94.3993732999079,94.4181474999059,94.58649470005184,97.87143479986116,HotstarBundling.jpg,Plan 2,2,3.2672676001675427,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
4,0,4,,,,,,,,,,4,5.196862600045279,None,,,,,,,,,,,,,4,0,4,0,98.40222799987532,,,,,,,,,,,,,,,,,,,,103.78777339984663,103.8003281999845,104.31689610006288,104.28511990001425,,,,,,,,,,,,,,,,,,,98.3926212999504,98.40222799987532,98.58549980004318,103.78756830003113,NetflixBundling.jpg,Plan 4,4,5.196862600045279,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
5,0,5,,,,,,,,,,2,1.669599900022149,None,,,,,,,,,,,,,5,0,5,0,104.31689610006288,,,,,,,,,,,,,,,,,,,,106.1857553999871,106.20055700000376,106.74817469995469,106.6839804998599,,,,,,,,,,,,,,,,,,,104.30368250003085,104.31689610006288,104.50009629991837,106.18548749992624,AppleOneBundling.jpg,Plan 2,2,1.669599900022149,None,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.73319659987465,106.74817469995469,,107.20030879997648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.20038419985212,107.21572449989617,108.20047379983589,108.8660456999205,space,0.66011460009031,None,58896,001,2025-04-02_18h39.51.468,RES501,2024.2.4,59.98069821795892,2025-04-02 18h40.09.610740 +0530,
