thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,textblank500.stopped,blank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,0,2,,,,3,2.1114352,None,,,,,,,,,,,2,0,2,0,,,,,,,,,121.4130433,,,,,,,,,,,,,,,,,,,,123.7144774,123.7280603,,124.2277726,121.4024017,121.4130433,121.597069,123.714294,Netflix20.jpg,Plan 3,3,2.1114352,None,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
3,0,3,,,,2,6.6122272,None,,,,,,,,,,,3,0,3,0,,,,,,,,,124.2679586,,,,,,,,,,,,,,,,,,,,131.0566977,131.070169,131.5870707,131.5540954,124.2481218,124.2679586,124.4277382,131.0565267,Crunchyroll20.jpg,Plan 2,2,6.6122272,None,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
4,0,4,,,,1,1.8758456,None,,,,,,,,,,,4,0,4,0,,,,,,,,,131.5870707,,,,,,,,,,,,,,,,,,,,133.6536895,133.6675539,134.1840927,134.1511801,131.5724254,131.5870707,131.770782,133.6535367,SonyLiv20.jpg,Plan 1,1,1.8758456,None,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
5,0,5,,,,2,3.3031855,None,,,,,,,,,,,5,0,5,0,,,,,,,,,134.1840927,,,,,,,,,,,,,,,,,,,,137.6830434,137.6968217,138.1968737,138.1814993,134.1724595,134.1840927,134.3684442,137.6828776,AppleOne20.jpg,Plan 2,2,3.3031855,None,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1816254,138.1968737,138.7130536,138.6808128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
0,0,0,,,,,,,3,4.2529719,None,,,,,,,,,,,,0,0,0,0,,,,,138.7130536,,,,,,,,,,,,,,,,,,,,143.1616916,143.1757793,143.6911025,143.660089,,,,,,,,,,138.6966945,138.7130536,138.8972372,143.1614856,Netflix30.jpg,Plan 3,3,4.2529719,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
1,0,1,,,,,,,2,1.5565321,None,,,,,,,,,,,,1,0,1,0,,,,,143.6911025,,,,,,,,,,,,,,,,,,,,145.4423634,145.4567905,145.9721616,145.9404998,,,,,,,,,,143.6771897,143.6911025,143.8758951,145.4422023,Hotstar30.jpg,Plan 2,2,1.5565321,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
2,0,2,,,,,,,2,6.1259732,None,,,,,,,,,,,,2,0,2,0,,,,,145.9721616,,,,,,,,,,,,,,,,,,,,152.2874444,152.3000288,152.8167473,152.7845629,,,,,,,,,,145.9608039,145.9721616,146.1575514,152.2872865,AppleOne30.jpg,Plan 2,2,6.1259732,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
3,0,3,,,,,,,1,4.0862216,None,,,,,,,,,,,,3,0,3,0,,,,,152.8167473,,,,,,,,,,,,,,,,,,,,157.0985295,157.112795,157.6292464,157.5965832,,,,,,,,,,152.8014718,152.8167473,153.001186,157.0983682,SonyLiv30.jpg,Plan 1,1,4.0862216,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
4,0,4,,,,,,,2,18.7099286,None,,,,,,,,,,,,4,0,4,0,,,,,157.6292464,,,,,,,,,,,,,,,,,,,,176.5304372,176.5439468,177.0610932,177.0289531,,,,,,,,,,157.6137533,157.6292464,157.8130152,176.5302979,Crunchyroll30.jpg,Plan 2,2,18.7099286,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
5,0,5,,,,,,,2,5.1540112,None,,,,,,,,,,,,5,0,5,0,,,,,177.0610932,,,,,,,,,,,,,,,,,,,,182.4079205,182.4216221,182.9213864,182.9060798,,,,,,,,,,177.0380529,177.0610932,177.2450328,182.4077903,Zee530.jpg,Plan 2,2,5.1540112,None,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.9061963,182.9213864,183.4390111,183.4053726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
0,0,0,,,,,,,,,,2,31.7093678,None,,,,,,,,,,,,,0,0,0,0,183.4390111,,,,,,,,,,,,,,,,,,,,215.3443756,215.3582226,215.8906276,215.8446023,,,,,,,,,,,,,,,,,,,183.4185299,183.4390111,183.6221717,215.3441647,Zee5Bundling.jpg,Plan 2,2,31.7093678,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
1,0,1,,,,,,,,,,2,1.1604123,None,,,,,,,,,,,,,1,0,1,0,215.8906276,,,,,,,,,,,,,,,,,,,,217.2280099,217.2393896,217.7711251,217.7239646,,,,,,,,,,,,,,,,,,,215.8794012,215.8906276,216.0593581,217.2278328,CrunchyrollBundling.jpg,Plan 2,2,1.1604123,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
2,0,2,,,,,,,,,,1,6.9891655,None,,,,,,,,,,,,,2,0,2,0,217.7711251,,,,,,,,,,,,,,,,,,,,224.9340389,224.9489948,,225.448344,,,,,,,,,,,,,,,,,,,217.7547098,217.7711251,217.9402423,224.9339367,AppleOneBundling.jpg,Plan 1,1,6.9891655,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
3,0,3,,,,,,,,,,2,2.9019787,None,,,,,,,,,,,,,3,0,3,0,225.4825818,,,,,,,,,,,,,,,,,,,,228.5490971,228.5626967,229.0790345,229.0469611,,,,,,,,,,,,,,,,,,,225.464865,225.4825818,225.6326095,228.5489186,HotstarBundling.jpg,Plan 2,2,2.9019787,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
4,0,4,,,,,,,,,,3,4.2789992,None,,,,,,,,,,,,,4,0,4,0,229.0790345,,,,,,,,,,,,,,,,,,,,233.5448795,233.557291,234.0748029,234.0418256,,,,,,,,,,,,,,,,,,,229.0692278,229.0790345,229.2631333,233.5447323,NetflixBundling.jpg,Plan 3,3,4.2789992,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
5,0,5,,,,,,,,,,1,14.9831494,None,,,,,,,,,,,,,5,0,5,0,234.0748029,,,,,,,,,,,,,,,,,,,,249.2467215,249.2592785,249.7594148,249.7438125,,,,,,,,,,,,,,,,,,,234.0562483,234.0748029,234.2601334,249.2465418,SonyLivBundling.jpg,Plan 1,1,14.9831494,None,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.7439401,249.7594148,250.2589799,250.2446562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.2447108,250.2589799,251.2586089,266.3126905,space,15.0428319,None,53665,1,2025-03-26_14h24.03.460,RES501,2024.2.4,61.3124544,2025-03-26 14h24.08.397538 +0530
