thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,2,4.519965709012467,None,,,,,,,,,,,2,0,2,0,,,,,,,,,557.2471852500021,,,,,,,,,,,,,,,,,,,,561.930221290997,561.93725024999,562.4295694999892,562.4565858749993,557.2400675410026,557.2471852500021,557.4023505829973,561.9301114159898,Hotstar20.jpg,Plan 2,2,4.519965709012467,None,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
3,0,3,,,,1,2.0596242080064258,None,,,,,,,,,,,3,0,3,0,,,,,,,,,562.4565858749993,,,,,,,,,,,,,,,,,,,,564.6972471249901,564.7056592500012,565.1961119579937,565.2231658329983,562.4497906659963,562.4565858749993,562.6288782499905,564.6971010409907,AppleOne20.jpg,Plan 1,1,2.0596242080064258,None,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
4,0,4,,,,2,3.0386188330012374,None,,,,,,,,,,,4,0,4,0,,,,,,,,,565.2231658329983,,,,,,,,,,,,,,,,,,,,568.4391065829986,568.4499258329888,568.9360638749931,568.9696234579897,565.2163462909957,565.2231658329983,565.3954350829881,568.4389892499894,Zee520.jpg,Plan 2,2,3.0386188330012374,None,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
5,0,5,,,,2,6.038006249989849,None,,,,,,,,,,,5,0,5,0,,,,,,,,,568.9696234579897,,,,,,,,,,,,,,,,,,,,575.1804813329945,575.1883727910026,575.6798258749914,575.6861213749944,568.9624650409969,568.9696234579897,569.1358447910025,575.1803090409958,Crunchyroll20.jpg,Plan 2,2,6.038006249989849,None,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.6800197909906,575.6861213749944,576.1799566249974,576.2076014999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
0,0,0,,,,,,,1,1.7251719160121866,None,,,,,,,,,,,,0,0,0,0,,,,,576.2076014999911,,,,,,,,,,,,,,,,,,,,578.1304764579982,578.1387388750009,578.6300292499945,578.6814063329948,,,,,,,,,,576.2004267500015,576.2076014999911,576.3964095409901,578.1303342079918,AppleOne30.jpg,Plan 1,1,1.7251719160121866,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
1,0,1,,,,,,,2,9.35513629099296,None,,,,,,,,,,,,1,0,1,0,,,,,578.6814063329948,,,,,,,,,,,,,,,,,,,,588.2009407079895,588.211622791001,588.6968508329883,588.7474490829918,,,,,,,,,,578.6745649160002,578.6814063329948,578.8287917499983,588.2001695409999,SonyLiv30.jpg,Plan 2,2,9.35513629099296,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
2,0,2,,,,,,,2,7.711517667004955,None,,,,,,,,,,,,2,0,2,0,,,,,588.7474490829918,,,,,,,,,,,,,,,,,,,,596.6143264999992,596.6231007909955,597.113396582994,597.1433482499997,,,,,,,,,,588.740164666,588.7474490829918,588.8957280829927,596.6141676249972,Crunchyroll30.jpg,Plan 2,2,7.711517667004955,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
3,0,3,,,,,,,2,1.1777457499993034,None,,,,,,,,,,,,3,0,3,0,,,,,597.1433482499997,,,,,,,,,,,,,,,,,,,,598.4975957080023,598.5056969579891,598.9970637499937,599.0404409159964,,,,,,,,,,597.1364810829982,597.1433482499997,597.3124627910001,598.4973997909983,Zee530.jpg,Plan 2,2,1.1777457499993034,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
4,0,4,,,,,,,4,4.789792750001652,None,,,,,,,,,,,,4,0,4,0,,,,,599.0404409159964,,,,,,,,,,,,,,,,,,,,603.9887277079979,603.9973076250026,604.4868271659943,604.5247182500025,,,,,,,,,,599.0315724579996,599.0404409159964,599.1957467499888,603.9886074999959,Netflix30.jpg,Plan 4,4,4.789792750001652,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
